Country,ID,Instrument,insID,idOrder,Type,Question,Answer,Sources,Comment,instrumentDF,filterCountry
Albania,Albania_Law-initiated,Law-initiated,Law_7,80,Law related,Does the ratification of certain international treaties trigger a referendum?,NA,NA,NA,Law_initiated,NA
Albania,Albania_Law-initiated,Law-initiated,Law_8,81,Law related,Does the association with any other state or international organisation trigger a referendum?,NA,NA,NA,Law_initiated,NA
Albania,Albania_Law-initiated,Law-initiated,Law_9,82,Law related,Does the association with certain states or international organisations trigger a referendum?,NA,NA,NA,Law_initiated,NA
Albania,Albania_Law-initiated,Law-initiated,Law_10,83,Law related,Are there any other issues or events that trigger a referendum?,NA,NA,NA,Law_initiated,NA
Albania,Albania_Law-initiated,Law-initiated,Law_11,84,Law related,Are there any exceptions when a referendum is not required to take place even though the triggering event or issue exists?,NA,NA,NA,Law_initiated,NA
Albania,Albania_Law-initiated,Law-initiated,Law_12,85,Law related,Are there any procedures for reviewing the triggering issue or event?,NA,NA,NA,Law_initiated,NA
Albania,Albania_Law-initiated,Law-initiated,Law_13,86,Law related,Are there any unamendable constitutional provisions that limit referendums?,NA,NA,NA,Law_initiated,NA
Albania,Albania_Law-initiated,Law-initiated,Law_44,89,Subnational related,Does this type of instrument exist at the subnational level?,No,NA,NA,Law_initiated,NA
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_1,1,General,Is the instrument available at national level?,Yes,art. 150.2 and 177.4 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_2,2,General,Is there an explicit legal basis for this type of referendum?,Yes,art. 150.2 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_3,3,General,"Under what conditions can the instrument be initiated (number of ministers, whole government, President etc.)?",Minority,"art. 150.2 of the Constitution, Proposed by 1/5 of deputies and voted by the Assembly.",NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_4,13,Formal procedure,Is there a formal admissibility check?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_5,14,Formal procedure,Who decides about the formal admissibility?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_6,15,Formal procedure,Is there a legal remedy against the decision on formal admissibility?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_7,16,Formal procedure,Who decides about the claim for remedy in the formal admissibility procedure?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_8,17,Formal procedure,Who can initiate the formal remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_9,19,Formal procedure,Is formal admissibility decided in a special procedure?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_10,20,Formal procedure,Do participants have a right to be heard in the formal admissibility procedure?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_11,21,Formal procedure,Is there an evidentiary procedure in the formal admissibility procedure?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_12,22,Formal procedure,Are the legal consequences of the formal admissibility procedures binding?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_13,23,Formal procedure,Is invalidity the legal consequence of formal inadmissibility?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_14,24,Substantive procedure,Is there a substantive admissibility check?,Yes,art 152.1 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_15,25,Substantive procedure,Who decides about the substantive admissibility?,Constitutional court,art 152.1 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_16,26,Substantive procedure,Is there a legal remedy against the decision on substantive admissibility?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_17,27,Substantive procedure,Who decides about the claim for remedy in the substantive admissibility procedure?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_18,28,Substantive procedure,Who can initiate the substantive remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_19,30,Substantive procedure,Is substantive admissibility decided in a special procedure?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_20,31,Substantive procedure,Do participants have a right to be heard in the substantive admissibility procedure?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_21,32,Substantive procedure,Is there an evidentiary procedure in the substantive admissibility procedure?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_22,33,Substantive procedure,Are the legal consequences of the substantive admissibility procedure binding?,Yes,art. 150.3 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_23,34,Substantive procedure,Is invalidity the legal consequence of substantive inadmissibility?,Yes,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_24,35,Formal limit,Does the proposal have to be submitted as a (draft) legal text?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_25,36,Formal limit,Are there any formal limits on the wording of the referendum proposal?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_26,37,Formal limit,Is there a clarity of the question requirement?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_27,38,Formal limit,Is there a unity of form requirement?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_28,39,Formal limit,Is there a unity of substance requirement?,NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_29,40,Formal limit,"Are there any other formal limits? If Yes, describe in comments.",NA,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_30,41,Substantive limit,Are certain type of legal acts excluded from being the subject of it?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_31,42,Substantive limit,Are constitutional amendments excluded from being the subject of it?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_32,43,Substantive limit,Are the legal provisions challenged before or after their entry into force?,Before,art 150.2 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_33,44,Substantive limit,Can only issues of special importance be the subject of referendums?,Yes,art 150.2 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_34,45,Substantive limit,Can only certain enumerated issues be the subject of referendums?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_35,46,Substantive limit,Are there any prohibited issues?,Yes,art 151.2 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_36,47,Substantive limit,Are referendums on constitutional amendments prohibited?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_37,48,Substantive limit,Are referendums related to international law obligations prohibited?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_38,49,Substantive limit,Are referendums related to fundamental rights and freedoms prohibited?,Yes,art 151.2 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_39,50,Substantive limit,Are referendums on state structure or form of government prohibited?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_40,51,Substantive limit,Are referendums on state symbols prohibited?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_41,52,Substantive limit,Are referendums on the official language prohibited?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_42,53,Substantive limit,Are referendums on territorial issues or territorial integrity prohibited?,Yes,art 151.2 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_43,54,Substantive limit,"Are referendums on state finances (budget, taxes, or other financial obligations) prohibited?",Yes,art 151.2 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_44,55,Substantive limit,"Are referendums on issues related to national security (military, police, secret services) prohibited?",No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_45,56,Substantive limit,"Are referendums on emergency powers (declaration of war, state of emergency etc) or urgent matters prohibited?",Yes,art 151.2 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_46,57,Substantive limit,Are referendums on pardon and amnesty prohibited?,Yes,art 151.2 of the Constitution,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_47,58,Substantive limit,Are referendums on naturalisation issues prohibited?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_48,59,Substantive limit,Are referendums on minorities or minority rights prohibited?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_49,60,Substantive limit,Are referendums on the rules of elections and referendums prohibited?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_50,61,Substantive limit,Are referendums on the election or appointment of state officials or civil service laws prohibited?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_51,62,Substantive limit,Are referendums on legislative competences prohibited?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_52,63,Substantive limit,Are referendums on executive competences prohibited?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_53,64,Substantive limit,"Are referendums on issues related to the judiciary (competences, independence etc) prohibited?",No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_54,65,Substantive limit,Are referendums on issues related to local governance prohibited?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_55,66,Substantive limit,Are there any other prohibited issues?,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_56,67,Referendum related,Is it mandatory to call the referendum?,No,art. 129.3 Electoral Code,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_57,68,Referendum related,Is the referendum result binding?,Yes,art. 151.1 of the Constitution; art. 121 old electoral code,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_58,69,Referendum related,Turnout quorum,No,NA,NA,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_59,70,Referendum related,Approval quorum,Qualified majority,art. 118.3 Electoral Code,majority of participants and more than 1/3 of the electorate,Legislature_initiated,Yes
Albania,Albania_Legislature-initiated,Legislature-initiated,Legislative_60,71,Referendum related,Territorial approval threshold,No,NA,NA,Legislature_initiated,Yes
